Date,Product,Category,Region,Sales,Price,Discount,Promotion,Stock_Available
2023-02-13,Shoes,Fashion,Hyderabad,115,61817,30,No,1229
2023-12-15,Wheat,Grocery,Kolkata,667,22488,15,No,200
2023-12-27,Jacket,Fashion,Mumbai,487,15292,0,No,4151
2023-02-20,Headphones,Electronics,Jaipur,575,4825,10,Yes,2102
2023-08-13,Laptop,Electronics,Ahmedabad,425,72233,15,No,851
2023-09-28,T-Shirt,Fashion,Bangalore,177,40291,25,No,4513
2024-06-17,Backpack,Accessories,Lucknow,85,1997,10,No,1646
2024-04-21,Mobile,Electronics,Ahmedabad,744,16508,20,Yes,1417
2023-11-13,Mobile,Electronics,Pune,660,53608,15,Yes,625
2024-06-13,Rice,Grocery,Chennai,669,60104,30,Yes,1564
2023-11-14,Mobile,Electronics,Ahmedabad,579,57645,5,No,3782
2023-06-13,Jeans,Fashion,Bangalore,250,18549,10,Yes,1302
2024-07-16,Tablet,Electronics,Ahmedabad,578,61708,0,No,844
2024-02-13,Smart Watch,Electronics,Kolkata,991,9002,25,Yes,1847
2023-11-13,Oil,Grocery,Pune,422,6327,10,No,4995
2024-06-30,T-Shirt,Fashion,Pune,455,10475,5,No,4682
2024-11-09,Tablet,Electronics,Delhi,623,6997,0,No,2201
2023-04-09,Oil,Grocery,Chennai,605,23995,0,No,1322
2023-08-20,Tablet,Electronics,Pune,531,56559,15,Yes,2766
2024-05-12,Smart Watch,Electronics,Hyderabad,769,56479,20,No,1013
2024-12-13,Jeans,Fashion,Delhi,428,12774,15,No,3829
2024-05-31,Mobile,Electronics,Pune,437,7814,0,No,671
2023-11-04,Wheat,Grocery,Ahmedabad,422,26370,5,Yes,4801
2024-06-28,Mobile,Electronics,Lucknow,643,36152,25,No,2368
2023-12-29,Wheat,Grocery,Jaipur,549,77211,10,Yes,1069
2024-09-10,Backpack,Accessories,Ahmedabad,241,30587,25,No,4517
2024-06-22,Tablet,Electronics,Pune,863,4426,10,No,4567
2023-02-06,Rice,Grocery,Kolkata,376,38293,10,Yes,2847
2024-03-11,Rice,Grocery,Delhi,636,47936,20,Yes,4376
2024-10-23,Laptop,Electronics,Lucknow,682,79008,0,No,4777
2023-03-04,Jacket,Fashion,Lucknow,251,23344,0,Yes,2205
2024-05-12,T-Shirt,Fashion,Ahmedabad,379,65432,25,No,2900
2024-03-23,Milk,Grocery,Kolkata,206,70815,0,Yes,3785
2024-10-04,Mobile,Electronics,Ahmedabad,642,38113,25,No,3601
2023-03-30,Jacket,Fashion,Chennai,363,78179,15,No,1135
2023-12-25,Biscuits,Grocery,Chennai,844,46634,20,Yes,4429
2024-11-10,Wheat,Grocery,Pune,854,29462,5,Yes,4884
2023-05-23,Biscuits,Grocery,Hyderabad,405,61473,5,Yes,3587
2023-08-17,T-Shirt,Fashion,Jaipur,78,35264,20,No,2746
2023-01-04,Jeans,Fashion,Chennai,79,38507,25,No,4844
2024-01-23,Smart Watch,Electronics,Kolkata,892,42535,10,No,2698
2024-04-19,Milk,Grocery,Ahmedabad,352,58464,25,Yes,759
2023-07-22,Wheat,Grocery,Bangalore,586,10282,5,Yes,3778
2024-05-17,Jacket,Fashion,Delhi,263,76486,0,Yes,4920
2023-07-03,Rice,Grocery,Pune,521,7987,30,No,3353
2024-02-21,Shoes,Fashion,Jaipur,65,76626,15,No,3257
2024-10-29,Wheat,Grocery,Kolkata,371,71581,5,No,3311
2024-11-23,Jacket,Fashion,Kolkata,388,43967,15,Yes,1383
2023-03-05,Smart Watch,Electronics,Ahmedabad,1078,813,10,Yes,3657
2023-11-29,Biscuits,Grocery,Delhi,837,72368,25,Yes,4217
2024-12-06,T-Shirt,Fashion,Bangalore,549,25745,5,Yes,2237
2023-01-25,Biscuits,Grocery,Jaipur,442,31346,15,Yes,3293
2023-07-01,Milk,Grocery,Bangalore,591,39539,20,No,986
2024-06-26,Headphones,Electronics,Jaipur,684,44118,0,Yes,3570
2024-03-29,Biscuits,Grocery,Pune,603,13524,0,Yes,2036
2023-01-01,Shoes,Fashion,Bangalore,452,4191,15,Yes,3547
2023-01-05,Laptop,Electronics,Ahmedabad,740,534,30,Yes,139
2024-05-04,Mobile,Electronics,Chennai,432,30937,30,No,2998
2023-03-17,Biscuits,Grocery,Kolkata,346,26981,15,Yes,558
2023-08-27,Milk,Grocery,Jaipur,611,34059,20,No,4554
2024-11-25,Smart Watch,Electronics,Delhi,660,36586,25,No,4216
2023-07-17,Rice,Grocery,Bangalore,346,51024,25,No,3709
2023-11-03,Smart Watch,Electronics,Hyderabad,818,37899,0,Yes,4827
2024-09-07,Mobile,Electronics,Pune,924,48081,15,Yes,2526
2024-10-14,Mobile,Electronics,Chennai,781,17605,20,No,4577
2024-11-03,Rice,Grocery,Ahmedabad,351,53882,30,No,4468
2023-07-13,Jacket,Fashion,Kolkata,405,5009,15,Yes,2119
2024-07-29,Rice,Grocery,Pune,219,56822,10,No,999
2023-11-27,Milk,Grocery,Ahmedabad,547,36450,20,No,4293
2023-04-01,Oil,Grocery,Lucknow,576,49753,20,No,4631
2023-01-16,Tablet,Electronics,Pune,478,38230,25,Yes,365
2023-05-27,Smart Watch,Electronics,Hyderabad,534,22309,0,Yes,1286
2023-12-21,T-Shirt,Fashion,Chennai,537,9188,25,No,2093
2024-07-29,Rice,Grocery,Kolkata,191,63401,15,No,1510
2023-04-29,Tablet,Electronics,Kolkata,504,78118,15,No,4473
2023-05-18,Wheat,Grocery,Mumbai,540,77066,25,No,3293
2024-05-21,Tablet,Electronics,Ahmedabad,736,78208,10,No,4206
2024-06-29,Rice,Grocery,Kolkata,543,22350,25,Yes,2843
2023-11-22,Mobile,Electronics,Bangalore,1135,43465,15,Yes,3164
2024-12-30,Mobile,Electronics,Jaipur,558,62619,30,No,4066
2023-08-15,Smart Watch,Electronics,Kolkata,822,14961,5,No,1721
2023-09-14,Smart Watch,Electronics,Hyderabad,516,18921,0,No,831
2024-03-22,Headphones,Electronics,Chennai,727,44714,0,Yes,4749
2023-08-29,Tablet,Electronics,Kolkata,838,11999,25,Yes,814
2023-07-29,T-Shirt,Fashion,Kolkata,100,64030,5,No,4966
2024-05-26,Backpack,Accessories,Delhi,104,78007,0,No,4237
2024-08-22,Smart Watch,Electronics,Chennai,541,38731,20,Yes,4158
2024-07-14,Mobile,Electronics,Jaipur,865,28697,20,Yes,3461
2024-01-25,Jeans,Fashion,Lucknow,230,71734,5,Yes,1435
2024-03-20,Smart Watch,Electronics,Lucknow,553,1105,15,Yes,931
2023-09-09,Mobile,Electronics,Lucknow,975,32343,30,Yes,117
2023-12-26,Oil,Grocery,Mumbai,559,10375,0,Yes,3349
2023-08-11,Headphones,Electronics,Ahmedabad,898,9057,15,Yes,2513
2023-06-10,Rice,Grocery,Jaipur,489,57142,20,No,4582
2024-09-14,Smart Watch,Electronics,Kolkata,336,67415,15,No,4711
2024-09-28,T-Shirt,Fashion,Chennai,468,14447,15,Yes,803
2023-11-26,Tablet,Electronics,Lucknow,728,42535,25,No,807
2023-11-03,Tablet,Electronics,Mumbai,862,6511,20,No,744
2023-05-10,Tablet,Electronics,Kolkata,546,50221,15,No,3646
2023-03-26,Milk,Grocery,Chennai,421,35945,30,No,2831
2023-12-20,Shoes,Fashion,Pune,198,35673,30,No,252
2024-10-30,Jeans,Fashion,Bangalore,356,27272,15,Yes,1692
2023-07-02,Tablet,Electronics,Hyderabad,1047,4142,10,Yes,2502
2024-12-17,Jacket,Fashion,Lucknow,715,72388,0,No,1441
2023-05-26,Smart Watch,Electronics,Hyderabad,464,41837,25,No,1196
2023-12-31,Laptop,Electronics,Mumbai,873,68393,10,Yes,4217
2023-09-28,Laptop,Electronics,Mumbai,481,33497,25,No,1132
2023-08-24,Shoes,Fashion,Mumbai,286,73713,10,No,4062
2024-11-03,Jeans,Fashion,Bangalore,715,43558,20,Yes,3411
2023-06-08,Backpack,Accessories,Jaipur,403,73783,5,No,4488
2024-04-03,Smart Watch,Electronics,Hyderabad,718,76624,5,No,2877
2024-05-17,Headphones,Electronics,Mumbai,475,37413,25,No,2080
2023-06-20,Biscuits,Grocery,Kolkata,476,53551,15,Yes,1684
2023-10-16,Milk,Grocery,Mumbai,629,57300,0,Yes,3065
2023-06-26,T-Shirt,Fashion,Ahmedabad,278,55983,20,No,1789
2024-06-01,Biscuits,Grocery,Bangalore,389,77830,15,Yes,4684
2024-10-05,Rice,Grocery,Bangalore,601,26271,5,No,107
2023-10-10,Jacket,Fashion,Chennai,419,49139,30,No,2085
2024-01-08,Rice,Grocery,Ahmedabad,756,43663,20,Yes,4954
2024-05-26,Mobile,Electronics,Kolkata,763,35878,20,Yes,4505
2023-09-24,Milk,Grocery,Kolkata,604,48037,15,Yes,2015
2024-09-05,Headphones,Electronics,Chennai,478,75930,10,No,3655
2024-03-04,T-Shirt,Fashion,Jaipur,235,17666,0,Yes,2151
2024-02-23,Headphones,Electronics,Chennai,428,48328,15,Yes,1097
2024-09-08,Jacket,Fashion,Kolkata,360,74121,15,Yes,1273
2023-06-05,Headphones,Electronics,Lucknow,299,59696,0,No,2793
2023-10-02,Oil,Grocery,Kolkata,525,79641,10,Yes,2448
2024-02-22,Mobile,Electronics,Hyderabad,423,33819,30,Yes,3014
2023-06-25,Laptop,Electronics,Mumbai,401,71450,0,No,3913
2024-01-17,Wheat,Grocery,Pune,623,75853,25,Yes,1189
2024-06-10,Biscuits,Grocery,Ahmedabad,357,70263,30,No,3128
2023-08-04,Backpack,Accessories,Kolkata,428,6730,15,No,598
2024-04-08,Oil,Grocery,Kolkata,159,68846,30,No,1680
2023-02-18,Tablet,Electronics,Ahmedabad,393,11245,30,Yes,3397
2024-03-28,Headphones,Electronics,Jaipur,502,52985,10,Yes,477
2024-07-16,Biscuits,Grocery,Hyderabad,560,7672,5,Yes,947
2024-04-23,Biscuits,Grocery,Chennai,303,10553,10,Yes,2579
2023-04-20,Oil,Grocery,Pune,548,51528,25,Yes,1191
2023-07-30,Backpack,Accessories,Jaipur,320,32888,10,Yes,4066
2023-06-06,Wheat,Grocery,Mumbai,371,51373,5,Yes,3977
2024-11-26,Rice,Grocery,Jaipur,480,34664,15,No,933
2023-03-07,Oil,Grocery,Kolkata,476,65700,15,No,168
2023-09-08,Headphones,Electronics,Jaipur,679,70723,30,Yes,4482
2023-11-07,T-Shirt,Fashion,Ahmedabad,419,78701,30,No,2783
2024-07-12,Biscuits,Grocery,Delhi,564,43828,10,Yes,1275
2023-06-20,Headphones,Electronics,Bangalore,672,73129,0,Yes,957
2023-12-04,Jacket,Fashion,Kolkata,448,70534,10,No,598
2023-06-05,Tablet,Electronics,Hyderabad,830,59550,0,Yes,4952
2024-07-19,Jacket,Fashion,Hyderabad,393,22381,30,No,933
2023-09-29,T-Shirt,Fashion,Jaipur,228,50468,15,No,675
2024-10-11,Milk,Grocery,Delhi,369,68911,20,No,1432
2023-09-25,Shoes,Fashion,Jaipur,229,45596,25,No,417
2023-12-20,Biscuits,Grocery,Chennai,612,28723,30,Yes,3720
2024-05-11,Wheat,Grocery,Mumbai,758,22203,15,Yes,2090
2024-09-02,Biscuits,Grocery,Chennai,661,9686,0,Yes,1269
2023-07-31,Oil,Grocery,Kolkata,241,37963,15,No,3236
2023-09-16,Backpack,Accessories,Hyderabad,488,43644,20,No,2298
2023-04-19,Milk,Grocery,Hyderabad,723,49565,0,Yes,4277
2024-03-29,Smart Watch,Electronics,Mumbai,300,16258,0,No,2268
2024-07-10,Wheat,Grocery,Bangalore,336,38061,30,Yes,1236
2024-02-01,Wheat,Grocery,Kolkata,209,39802,20,No,3779
2023-11-30,Oil,Grocery,Jaipur,720,9884,15,No,1131
2023-10-12,Shoes,Fashion,Chennai,794,55697,30,Yes,4038
2024-08-26,Tablet,Electronics,Jaipur,609,37609,0,No,1222
2024-12-28,Laptop,Electronics,Bangalore,386,2247,10,No,2544
2024-04-12,Jacket,Fashion,Delhi,243,61261,0,Yes,4469
2024-08-23,Laptop,Electronics,Pune,784,54927,20,No,4994
2024-06-06,Rice,Grocery,Jaipur,170,14879,5,No,1510
2023-04-21,Wheat,Grocery,Chennai,143,57633,30,No,4120
2023-06-07,Milk,Grocery,Jaipur,443,11689,10,Yes,4997
2024-11-06,Milk,Grocery,Chennai,631,22555,20,Yes,2401
2024-07-21,T-Shirt,Fashion,Hyderabad,466,8636,0,No,1207
2024-11-07,Milk,Grocery,Mumbai,634,36648,20,Yes,300
2024-02-18,Headphones,Electronics,Delhi,442,38770,5,No,4312
2023-06-21,Jacket,Fashion,Lucknow,269,29331,10,Yes,3741
2023-05-11,Biscuits,Grocery,Ahmedabad,492,63250,30,Yes,681
2024-10-26,Jeans,Fashion,Kolkata,510,68337,15,Yes,3520
2023-11-21,Mobile,Electronics,Ahmedabad,844,14064,25,No,3044
2024-08-15,Milk,Grocery,Mumbai,492,67695,15,No,990
2024-12-08,T-Shirt,Fashion,Lucknow,391,53391,30,No,2445
2024-02-22,Tablet,Electronics,Chennai,218,77753,20,No,4096
2023-09-03,Jeans,Fashion,Kolkata,111,14452,30,No,2396
2023-04-25,Mobile,Electronics,Delhi,375,38770,30,Yes,3219
2023-05-16,Tablet,Electronics,Bangalore,464,16965,25,No,4286
2024-10-23,Rice,Grocery,Hyderabad,463,54546,15,No,2458
2023-12-25,Rice,Grocery,Jaipur,779,72828,5,Yes,4590
2024-02-05,T-Shirt,Fashion,Mumbai,472,47858,25,No,891
2024-07-27,Oil,Grocery,Kolkata,657,57213,30,Yes,4620
2024-12-23,Jeans,Fashion,Bangalore,590,58253,15,No,3295
2023-04-08,Headphones,Electronics,Ahmedabad,419,25414,5,No,925
2024-12-09,Rice,Grocery,Jaipur,818,74110,0,Yes,3317
2024-04-08,Oil,Grocery,Lucknow,447,11455,25,No,1971
2023-09-11,T-Shirt,Fashion,Pune,680,72438,5,Yes,3304
2023-07-13,Milk,Grocery,Lucknow,215,41653,25,No,4260
2024-10-31,Backpack,Accessories,Hyderabad,479,47827,0,No,1055
2023-01-25,Biscuits,Grocery,Bangalore,196,12955,25,No,3056
2024-07-22,Tablet,Electronics,Jaipur,341,54338,0,No,3634
2023-02-20,Tablet,Electronics,Mumbai,861,29229,15,No,3256
2024-02-25,Laptop,Electronics,Pune,619,67449,20,Yes,2981
2023-03-09,Jeans,Fashion,Hyderabad,230,48815,0,No,585
2023-08-22,Wheat,Grocery,Kolkata,357,73738,25,No,3380
2023-01-06,Mobile,Electronics,Bangalore,731,48576,5,Yes,4005
2024-10-07,Oil,Grocery,Chennai,610,59558,10,No,3969
2023-11-27,Backpack,Accessories,Hyderabad,672,58933,0,Yes,3163
2024-08-07,Backpack,Accessories,Pune,594,69736,10,Yes,1900
2024-06-25,Jacket,Fashion,Kolkata,132,61840,10,Yes,771
2024-08-06,Oil,Grocery,Delhi,176,33312,15,No,4381
2023-04-09,Mobile,Electronics,Chennai,643,78839,5,No,713
2024-06-21,Biscuits,Grocery,Pune,393,19630,15,Yes,184
2024-04-20,Rice,Grocery,Bangalore,252,36364,30,No,4789
2023-11-16,Wheat,Grocery,Chennai,672,21547,20,Yes,1428
2023-06-10,Wheat,Grocery,Lucknow,278,3547,5,Yes,3753
2023-09-28,Rice,Grocery,Hyderabad,372,9565,25,Yes,3474
2023-01-14,T-Shirt,Fashion,Kolkata,517,26624,25,Yes,3766
2023-11-03,Milk,Grocery,Kolkata,309,8457,25,No,1130
2024-07-02,Smart Watch,Electronics,Pune,667,50374,25,Yes,931
2024-08-14,Laptop,Electronics,Mumbai,519,71155,20,No,3913
2024-12-07,Jeans,Fashion,Delhi,631,60486,5,No,2311
2024-02-23,Jeans,Fashion,Pune,125,41884,0,No,4847
2023-06-20,Milk,Grocery,Kolkata,501,59079,10,Yes,4882
2023-07-01,Wheat,Grocery,Kolkata,385,49013,30,No,1239
2023-10-08,T-Shirt,Fashion,Lucknow,592,66485,0,Yes,3688
2023-11-14,Mobile,Electronics,Hyderabad,949,17030,25,Yes,2695
2023-01-19,Smart Watch,Electronics,Kolkata,584,38411,15,Yes,2929
2024-07-04,Backpack,Accessories,Mumbai,372,13525,0,No,951
2024-06-19,Smart Watch,Electronics,Lucknow,412,18893,5,No,3430
2024-09-29,T-Shirt,Fashion,Chennai,362,42460,15,No,2429
2024-09-15,Oil,Grocery,Lucknow,553,58124,5,Yes,1851
2024-11-27,Tablet,Electronics,Jaipur,620,48940,10,No,4342
2024-05-11,Smart Watch,Electronics,Hyderabad,965,9770,25,Yes,924
2024-10-13,Tablet,Electronics,Hyderabad,595,43266,25,No,2799
2023-08-16,Milk,Grocery,Jaipur,706,47645,10,Yes,2166
2024-09-02,Mobile,Electronics,Lucknow,585,63704,20,Yes,557
2024-04-19,Backpack,Accessories,Hyderabad,54,67011,10,No,3306
2023-06-16,Wheat,Grocery,Pune,487,75438,15,Yes,4913
2024-05-13,Shoes,Fashion,Chennai,143,8119,20,No,2192
2023-05-11,Mobile,Electronics,Pune,314,51198,30,No,4783
2024-12-29,Tablet,Electronics,Pune,517,16058,30,Yes,182
2024-04-08,Wheat,Grocery,Hyderabad,268,73298,25,No,1941
2024-03-19,Laptop,Electronics,Lucknow,818,66601,20,No,3654
2023-10-23,Backpack,Accessories,Bangalore,854,26057,15,Yes,2422
2023-12-09,Laptop,Electronics,Hyderabad,546,37994,30,No,1918
2023-02-03,Rice,Grocery,Hyderabad,533,50476,0,Yes,395
2024-09-28,Backpack,Accessories,Delhi,578,48571,30,Yes,4132
2023-10-12,Smart Watch,Electronics,Lucknow,802,73620,30,Yes,2490
2024-07-31,Tablet,Electronics,Pune,607,59916,15,Yes,3952
2024-03-06,Headphones,Electronics,Jaipur,355,58096,25,No,2225
2024-04-04,Shoes,Fashion,Ahmedabad,144,44623,0,No,3075
2023-12-01,Tablet,Electronics,Lucknow,807,76439,20,Yes,3711
2023-07-25,Headphones,Electronics,Mumbai,509,13661,30,No,1512
2023-07-19,Milk,Grocery,Ahmedabad,123,1910,25,No,3375
2024-04-29,Jeans,Fashion,Hyderabad,110,54427,30,No,1560
2023-05-25,Headphones,Electronics,Kolkata,872,32100,20,Yes,2665
2024-01-14,Milk,Grocery,Jaipur,410,65508,0,No,293
2023-11-29,Mobile,Electronics,Ahmedabad,847,78478,10,Yes,3970
2023-09-19,Shoes,Fashion,Lucknow,463,79369,30,Yes,3205
2024-09-03,Smart Watch,Electronics,Jaipur,620,77247,25,No,4345
2024-03-10,Jacket,Fashion,Ahmedabad,563,55916,15,Yes,3596
2024-10-27,Jeans,Fashion,Jaipur,418,50405,25,No,2128
2024-03-01,Biscuits,Grocery,Delhi,364,36626,30,Yes,4471
2024-11-06,Laptop,Electronics,Mumbai,982,45190,10,Yes,3552
2023-04-01,Mobile,Electronics,Hyderabad,953,75041,5,Yes,3400
2024-05-12,Headphones,Electronics,Lucknow,460,55587,5,No,1660
2024-11-26,Backpack,Accessories,Jaipur,578,28902,25,Yes,1609
2024-06-13,Oil,Grocery,Bangalore,203,21508,20,No,3257
2024-04-05,Wheat,Grocery,Mumbai,476,62257,0,Yes,3606
2024-05-30,Milk,Grocery,Lucknow,459,58757,5,Yes,2583
2024-09-13,Biscuits,Grocery,Mumbai,746,74035,5,Yes,3274
2023-09-24,Rice,Grocery,Hyderabad,636,28565,10,Yes,2701
2024-05-17,Biscuits,Grocery,Lucknow,578,28384,15,Yes,2593
2023-11-06,Shoes,Fashion,Hyderabad,575,38414,30,Yes,2488
2023-08-14,T-Shirt,Fashion,Ahmedabad,611,20830,0,Yes,550
2024-10-15,Jacket,Fashion,Lucknow,266,64467,30,No,151
2024-02-04,Backpack,Accessories,Jaipur,368,61262,30,Yes,4146
2023-08-28,Wheat,Grocery,Chennai,270,3778,20,No,1597
2023-10-06,Backpack,Accessories,Delhi,613,12201,30,No,3484
2023-05-17,Biscuits,Grocery,Chennai,324,4317,25,No,3615
2024-05-24,Rice,Grocery,Bangalore,378,56423,10,No,2454
2023-03-29,Milk,Grocery,Jaipur,482,60141,0,No,4268
2024-02-27,T-Shirt,Fashion,Delhi,238,27392,10,Yes,4634
2023-08-12,Rice,Grocery,Ahmedabad,453,10406,10,Yes,2196
2023-12-25,Mobile,Electronics,Pune,641,34013,25,No,1068
2023-10-13,Biscuits,Grocery,Jaipur,502,75062,20,Yes,154
2024-06-06,Wheat,Grocery,Lucknow,585,9443,0,Yes,1887
2024-10-14,Rice,Grocery,Chennai,525,45655,30,No,289
2024-02-08,Mobile,Electronics,Pune,694,5267,0,No,4278
2023-06-28,Rice,Grocery,Delhi,316,74425,15,No,1790
2023-10-08,Oil,Grocery,Lucknow,635,39487,10,Yes,3549
2023-11-01,Tablet,Electronics,Kolkata,566,12549,25,No,4390
2023-03-20,Milk,Grocery,Delhi,433,57508,15,No,4200
2023-03-11,Jeans,Fashion,Pune,408,79412,0,No,3555
2023-10-18,Milk,Grocery,Ahmedabad,644,77014,20,No,2967
2024-10-29,T-Shirt,Fashion,Ahmedabad,597,24194,10,Yes,758
2024-01-02,Biscuits,Grocery,Mumbai,438,69323,0,No,4074
2024-10-09,Jacket,Fashion,Jaipur,329,51966,30,No,3035
2024-03-15,Headphones,Electronics,Ahmedabad,904,27160,15,Yes,3503
2024-08-05,Jeans,Fashion,Delhi,126,13705,20,No,2137
2024-11-27,Shoes,Fashion,Mumbai,480,751,25,No,4322
2023-04-29,Jeans,Fashion,Mumbai,330,75196,5,Yes,1581
2024-09-11,Rice,Grocery,Hyderabad,229,9428,25,No,1788
2023-02-10,T-Shirt,Fashion,Hyderabad,274,79618,10,Yes,1233
2023-03-20,Wheat,Grocery,Ahmedabad,150,1517,0,No,3050
2023-02-22,Biscuits,Grocery,Chennai,219,28511,5,No,4513
2024-03-20,Headphones,Electronics,Pune,518,73975,20,Yes,1502
2024-12-25,Wheat,Grocery,Pune,406,76929,15,No,2430
2023-06-06,Oil,Grocery,Bangalore,365,53998,25,Yes,4069
2024-06-26,T-Shirt,Fashion,Ahmedabad,65,49511,0,No,372
2023-04-25,Jeans,Fashion,Lucknow,419,15737,20,No,1908
2023-11-26,Tablet,Electronics,Chennai,806,52497,25,No,1222
2024-02-01,Wheat,Grocery,Lucknow,563,4141,15,Yes,863
2023-01-15,Jeans,Fashion,Delhi,59,41324,10,No,4330
2024-07-16,Jacket,Fashion,Jaipur,279,7651,5,Yes,2629
2023-05-12,Backpack,Accessories,Jaipur,152,32891,15,No,2744
2024-12-22,Headphones,Electronics,Delhi,620,26363,25,Yes,4294
2024-05-28,Jeans,Fashion,Ahmedabad,529,1244,30,Yes,4333
2023-04-03,Backpack,Accessories,Kolkata,212,7051,0,No,1875
2023-04-17,Rice,Grocery,Kolkata,590,32273,20,Yes,1169
2024-02-27,Biscuits,Grocery,Pune,507,26239,5,Yes,3192
2023-06-10,Oil,Grocery,Bangalore,492,60467,0,Yes,1809
2023-04-25,Oil,Grocery,Kolkata,353,43804,30,No,2331
2023-01-16,Headphones,Electronics,Kolkata,620,31828,30,No,4904
2023-10-30,Oil,Grocery,Pune,772,38453,20,Yes,2578
2024-02-18,Shoes,Fashion,Delhi,346,1507,30,No,4281
2024-09-22,Jeans,Fashion,Chennai,256,30814,20,Yes,1756
2024-04-23,Laptop,Electronics,Kolkata,391,55987,10,No,4905
2024-01-13,Jeans,Fashion,Hyderabad,584,25708,0,Yes,4113
2024-12-17,Jeans,Fashion,Delhi,448,599,5,Yes,349
2024-11-20,Smart Watch,Electronics,Ahmedabad,779,2175,10,No,1977
2024-05-03,Wheat,Grocery,Ahmedabad,486,14438,25,Yes,2188
2023-11-08,Tablet,Electronics,Chennai,693,18689,20,No,3564
2024-01-15,Shoes,Fashion,Ahmedabad,461,13009,15,No,2952
2023-02-06,Laptop,Electronics,Mumbai,434,65507,15,No,3111
2023-09-24,Backpack,Accessories,Chennai,51,37971,10,No,198
2024-09-24,Oil,Grocery,Chennai,257,46885,30,No,4806
2023-01-21,Mobile,Electronics,Mumbai,781,65351,5,Yes,2163
2023-03-15,Backpack,Accessories,Mumbai,246,52877,20,Yes,4531
2024-01-02,Mobile,Electronics,Mumbai,740,7602,10,No,3572
2023-08-28,Jacket,Fashion,Delhi,65,38454,20,No,2492
2023-09-30,T-Shirt,Fashion,Delhi,366,38899,20,Yes,2817
2023-02-25,Jacket,Fashion,Pune,51,12886,5,No,4286
2023-01-09,Smart Watch,Electronics,Bangalore,189,31257,5,No,1067
2024-03-28,Shoes,Fashion,Jaipur,457,74939,5,Yes,4205
2024-10-25,Tablet,Electronics,Chennai,864,72778,10,Yes,343
2023-03-04,Jacket,Fashion,Pune,605,12448,15,Yes,4066
2024-02-02,Oil,Grocery,Chennai,495,39104,5,No,3305
2024-11-18,Rice,Grocery,Bangalore,431,38819,25,Yes,4476
2023-02-05,Backpack,Accessories,Mumbai,259,63296,0,No,3149
2023-11-22,T-Shirt,Fashion,Jaipur,473,3473,0,Yes,658
2024-06-21,Jeans,Fashion,Bangalore,297,24886,15,No,3472
2023-04-15,T-Shirt,Fashion,Chennai,341,43572,30,Yes,4085
2023-03-27,Smart Watch,Electronics,Kolkata,673,56653,15,Yes,3878
2023-10-18,Backpack,Accessories,Kolkata,522,53913,0,No,4900
2024-08-09,Laptop,Electronics,Mumbai,821,21928,25,Yes,2255
2023-11-10,Tablet,Electronics,Chennai,495,43950,10,No,245
2024-01-15,Oil,Grocery,Mumbai,333,21666,15,No,3091
2024-02-23,Jeans,Fashion,Hyderabad,386,7270,20,No,3688
2024-01-01,Milk,Grocery,Jaipur,313,6970,30,Yes,4239
2024-03-26,Shoes,Fashion,Jaipur,108,30109,20,No,3575
2023-09-25,Oil,Grocery,Delhi,635,73278,10,Yes,1293
2024-09-19,Biscuits,Grocery,Ahmedabad,633,61438,30,Yes,4277
2024-03-08,Backpack,Accessories,Jaipur,361,37893,20,No,4790
2023-01-21,Oil,Grocery,Delhi,140,15378,20,No,768
2023-07-13,Backpack,Accessories,Chennai,222,20401,15,No,2303
2024-03-30,Smart Watch,Electronics,Delhi,435,52303,0,Yes,3358
2024-02-27,Milk,Grocery,Jaipur,392,10678,20,No,2322
2024-01-30,Mobile,Electronics,Lucknow,723,68407,5,No,3614
2024-07-19,Smart Watch,Electronics,Lucknow,824,23111,10,No,4815
2023-04-17,Biscuits,Grocery,Chennai,443,49311,5,No,444
2024-08-13,Smart Watch,Electronics,Hyderabad,683,44194,10,No,2260
2024-08-26,Mobile,Electronics,Ahmedabad,623,33778,20,No,3216
2023-09-13,Backpack,Accessories,Mumbai,230,71048,5,Yes,539
2023-02-22,Shoes,Fashion,Chennai,398,73509,20,No,1304
2023-11-05,Biscuits,Grocery,Bangalore,781,32505,30,Yes,3628
2024-03-29,Tablet,Electronics,Bangalore,567,68617,25,No,261
2024-12-12,Shoes,Fashion,Kolkata,730,47558,10,Yes,4328
2024-12-29,Backpack,Accessories,Hyderabad,511,35712,30,Yes,1479
2023-09-09,Jeans,Fashion,Lucknow,432,39260,0,No,2947
2023-04-11,Rice,Grocery,Kolkata,511,57874,5,Yes,2956
2024-11-12,Smart Watch,Electronics,Jaipur,624,47713,20,No,332
2024-03-31,Shoes,Fashion,Lucknow,393,16055,10,Yes,2771
2023-07-15,Headphones,Electronics,Jaipur,875,79755,20,No,2521
2023-04-07,Rice,Grocery,Delhi,233,68071,30,No,1185
2023-10-28,Laptop,Electronics,Hyderabad,1007,77474,15,No,4876
2023-08-12,Milk,Grocery,Hyderabad,376,26889,0,Yes,3208
2024-02-04,Shoes,Fashion,Bangalore,518,33620,20,Yes,2933
2024-02-28,Backpack,Accessories,Bangalore,547,57883,10,Yes,4078
2023-06-20,Rice,Grocery,Jaipur,620,4570,20,Yes,2534
2024-04-03,T-Shirt,Fashion,Delhi,150,39458,0,No,4386
2024-10-21,Smart Watch,Electronics,Mumbai,950,46196,20,No,2422
